GeneCluster	X1	X2	p.value
ENTHD2	2	-0.17	0.456	0.00541651225238732
LINC00482	2	-0.212	0.312	0.025188539418518
ACTG1	2	-0.238	0.465	0.00186549792447886
TSPAN10	1	0.558	-0.228	0.00142709712660472
ARL16	2	-0.117	0.434	0.01534515094809
HGS	2	-0.075	0.534	0.0156092974874421
P4HB	1	0.542	-0.003	0.0436733146579813
NPB	2	-0.224	0.55	0.00377047809279893
PCYT2	2	-0.15	0.823	0.000470724952139952
SIRT7	2	-0.13	0.611	0.00851112528294813
MAFG	2	-0.233	0.763	0.000136853643193188
NOTUM	1	0.461	-0.334	0.0010292006985604
LRRC45	2	-0.008	0.567	0.0307775450545899
RFNG	2	-0.258	0.757	0.000148280548607346
CCDC57	2	-0.357	0.58	1.90473979424297e-05
CSNK1D	2	-0.221	0.928	0.000109106849726575
CD7	1	0.285	-0.367	0.00120677825397293
SECTM1	1	0.365	-0.481	3.02596235661872e-05
TEX19	1	0.449	-0.468	1.48374926681659e-05
UTS2R	1	0.294	-0.358	0.00123683619914164
HEXDC	2	-0.233	0.521	0.00228476385000444
NARF	2	-0.387	0.734	6.86527638501678e-07
FN3KRP	2	-0.192	0.733	0.000520195377505734
FN3K	2	-0.205	0.373	0.00810725570496743
METRNL	1	0.466	-0.2	0.00265615290435097
THOC1	1	0.247	-0.245	0.0264935942873218
USP14	1	0.291	-0.266	0.0135482783538902
ENOSF1	1	0.666	-0.623	3.38882337319646e-10
TYMS	1	0.464	-0.441	2.40920730217863e-05
METTL4	1	0.301	-0.295	0.00672369587581942
NDC80	1	0.43	-0.446	3.47760730352654e-05
SMCHD1	1	0.336	-0.325	0.00273728785975872
MYOM1	2	-0.332	0.313	0.00297190367251097
TGIF1	2	-0.352	0.318	0.00208277977562677
DLGAP1	1	0.308	-0.323	0.00369737018945586
LINC00667	2	-0.27	0.237	0.0224353297242267
LINC00526	2	-0.248	0.256	0.0253903264843819
TMEM200C	1	0.258	-0.278	0.0152337147079574
ARHGAP28	2	-0.388	0.36	0.000511271489175851
LAMA1	1	0.427	-0.44	4.18812935759464e-05
PTPRM	1	0.464	-0.377	0.000690136734559595
NDUFV2	1	0.564	-0.561	3.7652417785939e-08
RAB31	1	0.719	-0.728	6.79309383021872e-15
TXNDC2	1	0.442	-0.466	1.69687405493148e-05
VAPA	1	0.451	-0.425	7.83259054939046e-05
NAPG	1	0.331	-0.317	0.00319914994447889
PIEZO2	2	-0.415	0.383	0.000197337701056492
GNAL	2	-0.38	0.347	0.000784894694542721
CHMP1B	2	-0.336	0.341	0.00266849623918315
IMPA2	2	-0.318	0.301	0.00437430232540321
TUBB6	1	0.329	-0.301	0.00416692360375872
SLMO1	1	0.447	-0.45	2.71767313323937e-05
SPIRE1	1	0.537	-0.56	8.30270633872439e-08
PTPN2	1	0.237	-0.24	0.0339115101828769
CEP192	1	0.342	-0.331	0.00211552126493197
LDLRAD4	1	0.413	-0.413	0.000135953338730582
FAM210A	1	0.431	-0.427	5.46772095541777e-05
MC5R	1	0.265	-0.232	0.026022709403636
ANKRD30B	1	0.353	-0.367	0.000821160800687359
GREB1L	1	0.534	-0.545	1.32973457919754e-07
SNRPD1	1	0.368	-0.368	0.000753098646323142
ABHD3	1	0.551	-0.538	1.04153655017998e-07
GATA6	1	0.5	-0.516	9.06631048622355e-07
TMEM241	2	-0.611	0.532	4.77613740008438e-08
CABYR	1	0.37	-0.384	0.000439615844119149
OSBPL1A	1	0.237	-0.21	0.047354802326415
HRH4	1	0.425	-0.373	0.000222224704980323
ZNF521	2	-0.269	0.234	0.0227475093391104
SS18	1	0.296	-0.29	0.00721405255764525
CHST9	1	0.232	-0.251	0.0281408568487093
SLC25A52	2	-0.261	0.215	0.0318535734988775
RNF125	1	0.58	-0.588	5.99634583196973e-09
KLHL14	1	0.255	-0.275	0.0156659311852294
ASXL3	2	-0.257	0.242	0.0230561005128544
ZNF396	2	-0.506	0.481	2.19155641169186e-06
GALNT1	2	-0.263	0.272	0.016889720796592
MOCOS	1	0.5	-0.44	1.06771426040811e-05
TPGS2	2	-0.331	0.325	0.00255150518564546
KIAA1328	2	-0.314	0.327	0.00355125470599429
PIK3C3	1	0.278	-0.25	0.0188853233922845
SETBP1	1	0.603	-0.653	1.82308640032971e-10
SLC14A1	2	-0.311	0.276	0.00683474566360202
PSTPIP2	1	0.569	-0.579	1.38087509572297e-08
ATP5A1	1	0.277	-0.308	0.00848971819983061
PIAS2	1	0.369	-0.371	0.000736376267333221
KATNAL2	1	0.658	-0.66	9.59308326615044e-12
HDHD2	1	0.367	-0.294	0.00982567771467453
IER3IP1	1	0.397	-0.427	0.000123060698888334
RPL17	2	-0.325	0.302	0.00405744254338937
LIPG	1	0.27	-0.262	0.0143238959965558
MYO5B	1	0.341	-0.377	0.000816267611976924
MBD1	2	-0.582	0.496	1.81942185573673e-06
CXXC1	2	-0.452	0.37	0.000153473006747016
SKA1	1	0.345	-0.36	0.00102534896798478
MRO	1	0.293	-0.326	0.00440250341271412
ME2	1	0.518	-0.551	1.68376123220236e-07
ELAC1	1	0.374	-0.341	0.00143802320982839
MEX3C	1	0.32	-0.319	0.00345314309851206
MBD2	1	0.469	-0.496	4.83168014019013e-06
CCDC68	2	-0.363	0.34	0.000969166229898445
TCF4	1	0.218	-0.254	0.0312397292970332
WDR7	1	0.243	-0.233	0.0324508161734716
NARS	1	0.333	-0.367	0.00139759124045472
ATP8B1	1	0.441	-0.433	3.78029480172831e-05
ZNF532	2	-0.675	0.609	1.13880405577669e-10
SEC11C	1	0.292	-0.271	0.0104807842163323
LMAN1	1	0.391	-0.38	0.000519570966782379
CCBE1	1	0.277	-0.293	0.00856166938876704
RNF152	1	0.277	-0.275	0.0113643793136507
KIAA1468	1	0.338	-0.336	0.00202667980798938
TNFRSF11A	1	0.537	-0.545	1.58005538436839e-07
SERPINB2	1	0.213	-0.24	0.0386948658357511
HMSD	1	0.21	-0.231	0.0442382586768748
SERPINB8	1	0.478	-0.507	1.96095205657843e-06
CDH19	2	-0.244	0.235	0.0291385314935621
TMX3	1	0.29	-0.344	0.00431647369810118
CCDC102B	1	0.279	-0.35	0.00402141317007755
DOK6	1	0.271	-0.326	0.0057669600032269
RTTN	1	0.459	-0.535	2.26327887824663e-06
FBXO15	2	-0.471	0.444	1.16574684123034e-05
TIMM21	1	0.477	-0.584	2.11648299348828e-06
FAM69C	2	-0.376	0.311	0.00151370377235141
CNDP2	2	-0.367	0.385	0.000382875852911368
TSHZ1	2	-0.358	0.314	0.0021124902089673
ZNF516	2	-0.37	0.28	0.00303126164521835
MBP	1	0.507	-0.555	6.53646912300405e-07
GALR1	1	0.304	-0.338	0.00279592416246332
ADNP2	1	0.258	-0.31	0.0121934763080164
CTDP1	2	-0.306	0.22	0.0189900092726512
HSBP1L1	2	-0.354	0.305	0.00281716607864613
KCNG2	2	-0.295	0.228	0.0166573209582154
NFATC1	2	-0.488	0.446	9.10136662735624e-06
PARD6G	1	0.309	-0.35	0.00474824737350136
PQLC1	2	-0.314	0.265	0.00824277815115469
ODF3L2	2	-0.353	0.536	0.000587342830015287
CDC34	2	-0.291	0.39	0.00286416794341721
BSG	2	-0.171	0.321	0.0414220774612082
HCN2	1	0.327	-0.428	0.000285174198781122
POLRMT	2	-0.236	0.248	0.027967103517247
FGF22	2	-0.284	0.283	0.0173202175189408
FSTL3	2	-0.452	0.54	1.00842364539186e-05
PALM	2	-0.453	0.549	5.71060109554348e-06
KISS1R	1	0.32	-0.34	0.00344951110411071
GRIN3B	1	0.309	-0.356	0.00147554127446964
TMEM259	1	0.245	-0.395	0.00387498182623156
CNN2	2	-0.48	0.519	1.40100733534507e-06
HMHA1	1	0.36	-0.39	0.000381139571975627
CIRBP	2	-0.37	0.317	0.00164152661076296
MUM1	2	-0.3	0.427	0.00325386620605094
DAZAP1	2	-0.206	0.308	0.0198680235848541
RPS15	2	-0.281	0.281	0.0087320521207026
ADAMTSL5	2	-0.415	0.565	1.39998767177433e-05
PLK5	2	-0.258	0.255	0.0159536585404526
MEX3D	2	-0.55	0.609	1.08020759860703e-07
UQCR11	1	0.344	-0.388	0.00118344602134084
ATP8B3	1	0.626	-0.588	6.68600077050603e-10
KLF16	2	-0.231	0.287	0.0182297141052926
REXO1	2	-0.372	0.362	0.000619352855682304
ADAT3	1	0.232	-0.274	0.0206443448809791
SCAMP4	1	0.423	-0.39	0.000137782763381657
CSNK1G2	2	-0.261	0.287	0.019705984143284
AP3D1	2	-0.329	0.259	0.00775680109953132
IZUMO4	1	0.265	-0.312	0.00781820473860424
DOT1L	2	-0.233	0.237	0.0309448007834919
PLEKHJ1	2	-0.211	0.304	0.0211821415354291
SF3A2	2	-0.287	0.351	0.00364622240793435
OAZ1	2	-0.35	0.412	0.000554488865831274
TMPRSS9	2	-0.3	0.28	0.00784381744025201
DIRAS1	1	0.242	-0.221	0.0370964554215499
THOP1	2	-0.606	0.62	8.30204496762606e-10
ZNF554	2	-0.431	0.371	0.000332023776634246
TLE2	2	-0.304	0.265	0.0122868004689559
AES	2	-0.38	0.411	0.000316336835166225
GNA11	2	-0.484	0.429	2.34948689125644e-05
S1PR4	1	0.248	-0.265	0.0159813210748944
NCLN	1	0.255	-0.243	0.0236164498236868
CELF5	2	-0.601	0.769	9.22448728641676e-11
DOHH	2	-0.283	0.32	0.00534084703316923
FZR1	2	-0.329	0.357	0.00193475596253883
MFSD12	2	-0.354	0.337	0.00229161058749917
GIPC3	2	-0.498	0.485	1.16738168210729e-06
HMG20B	2	-0.521	0.52	1.35623110952236e-06
CACTIN	2	-0.647	0.665	5.94093693626768e-10
MATK	1	0.376	-0.406	0.000186898774289676
NMRK2	2	-0.314	0.259	0.0068616169685325
DAPK3	2	-0.227	0.273	0.0289415356268617
EEF2	2	-0.423	0.325	0.000492794346335296
CREB3L3	1	0.238	-0.301	0.0111728704038318
EBI3	1	0.354	-0.417	0.00023746105998662
CCDC94	2	-0.218	0.27	0.0290881560699996
TMIGD2	2	-0.338	0.41	0.00133491165959849
STAP2	2	-0.544	0.493	1.67327633197179e-06
CHAF1A	1	0.347	-0.407	0.000497993234280601
PLIN5	2	-0.431	0.394	6.94680416977533e-05
SEMA6B	1	0.385	-0.332	0.00130322843640628
UBXN6	2	-0.259	0.187	0.044503070079633
DPP9	2	-0.488	0.347	0.000195023302127562
FEM1A	2	-0.416	0.342	0.00063788424530696
TICAM1	1	0.209	-0.27	0.0270864831657499
KDM4B	2	-0.547	0.547	9.10726433827721e-08
SAFB	2	-0.377	0.333	0.000674332947202766
RPL36	2	-0.286	0.256	0.0118414221841339
HSD11B1L	2	-0.327	0.386	0.0010066177656717
CATSPERD	2	-0.344	0.403	0.000793568775563969
PRR22	2	-0.319	0.288	0.00489285945598165
NRTN	2	-0.176	0.348	0.0435170061175356
CAPS	1	0.799	-0.558	0.000634560183148529
VMAC	2	-0.496	0.592	6.30195293883104e-07
ACSBG2	2	-0.254	0.381	0.00709870376603202
MLLT1	2	-0.389	0.407	0.000360258728609702
ALKBH7	2	-0.25	0.197	0.0396006810884601
GTF2F1	2	-0.387	0.358	0.000540257515079643
SLC25A41	2	-0.287	0.283	0.00778925523600199
SLC25A23	2	-0.435	0.494	1.19831697110839e-05
CRB3	2	-0.288	0.265	0.00897775307827739
DENND1C	2	-0.369	0.406	0.000450828013368484
TUBB4A	2	-0.501	0.658	9.4244640728642e-07
TNFSF9	1	0.55	-0.499	5.14306607189534e-06
CD70	1	0.346	-0.404	0.000310624075897401
TNFSF14	1	0.214	-0.262	0.0255717250672619
GPR108	1	0.484	-0.55	3.96181992298593e-06
TRIP10	2	-0.505	0.477	6.45851024753799e-06
SH2D3A	2	-0.575	0.54	6.98743784389972e-08
VAV1	1	0.276	-0.32	0.0049548755969534
INSR	2	-0.533	0.437	1.33501531616234e-05
ARHGEF18	2	-0.484	0.402	3.53732422802013e-05
CAMSAP3	2	-0.666	0.668	5.20361779933589e-12
XAB2	2	-0.321	0.327	0.00257762350811061
FCER2	1	0.205	-0.239	0.0388931553036116
CLEC4G	1	0.454	-0.446	6.39835401521691e-05
CD209	1	0.436	-0.465	1.50221783449036e-05
EVI5L	2	-0.31	0.316	0.004917005605564
LRRC8E	2	-0.438	0.316	0.000430706695209204
TIMM44	1	0.22	-0.42	0.00456748252310686
CD320	2	-0.273	0.245	0.0178239849329167
KANK3	2	-0.361	0.458	0.000244951573636106
MARCH2	2	-0.358	0.438	0.000478628103234528
HNRNPM	2	-0.348	0.294	0.00403068213899413
MYO1F	1	0.311	-0.3	0.00485829213715908
ZNF177	2	-0.254	0.19	0.0478352793907926
ZNF559	2	-0.25	0.26	0.0211628004614949
ZNF560	2	-0.35	0.471	0.000744999018224091
ZNF426	2	-0.342	0.227	0.0114141421702816
ZNF561	2	-0.403	0.301	0.00167631278016954
FBXL12	2	-0.588	0.6	5.58197309571296e-09
PIN1	2	-0.2	0.256	0.0441342126196099
COL5A3	1	0.743	-0.551	2.36967463567078e-06
EIF3G	2	-0.376	0.385	0.000390323226904539
DNMT1	1	0.524	-0.631	1.50530753934908e-08
S1PR2	1	0.325	-0.347	0.00154848269443963
ICAM1	1	0.25	-0.362	0.00541334308144891
ICAM4	2	-0.449	0.562	1.60434389797391e-05
ZGLP1	2	-0.39	0.349	0.000439098735281618
FDX1L	2	-0.419	0.499	1.71741114621298e-05
ICAM3	1	0.236	-0.259	0.023171174159556
PDE4A	1	0.3	-0.279	0.00775975009675728
S1PR5	1	0.732	-0.532	1.13697429209085e-06
QTRT1	2	-0.235	0.28	0.02625843036392
DNM2	1	0.287	-0.203	0.0457427169968975
TMED1	1	0.499	-0.482	4.18499088645613e-06
SPC24	1	0.278	-0.334	0.00516863383243622
KANK2	2	-0.385	0.38	0.00124325369991285
CCDC159	2	-0.229	0.246	0.0349733462994008
EPOR	2	-0.479	0.462	9.68848480980289e-06
RGL3	2	-0.518	0.495	2.09173804647662e-06
CCDC151	2	-0.26	0.287	0.0112847778090635
PRKCSH	2	-0.265	0.369	0.00425973621074559
ECSIT	2	-0.336	0.388	0.000995945585638877
ACP5	2	-0.239	0.275	0.0201817350968825
ZNF833P	2	-0.245	0.358	0.00661607036879566
ZNF823	1	0.233	-0.289	0.0200947593885975
ZNF491	2	-0.296	0.309	0.00555044636521358
ZNF69	2	-0.616	0.686	2.88726857709308e-10
ZNF763	2	-0.453	0.468	1.11566044460416e-05
ZNF433	2	-0.506	0.523	7.33148028795912e-07
ZNF844	2	-0.405	0.405	0.000181275541905799
ZNF709	2	-0.241	0.244	0.0334417323056487
ZNF490	2	-0.27	0.377	0.00671186120217782
MAN2B1	2	-0.444	0.564	2.48479694155365e-06
WDR83OS	2	-0.395	0.496	3.6724086149024e-05
WDR83	2	-0.16	0.286	0.0463808976336392
FBXW9	2	-0.453	0.527	2.45759405875073e-06
TNPO2	2	-0.495	0.508	2.22837706081985e-06
RNASEH2A	2	-0.167	0.339	0.0291665797952242
DNASE2	2	-0.163	0.325	0.0386984315014111
STX10	2	-0.299	0.391	0.00229762402550363
ZSWIM4	2	-0.207	0.295	0.0225048689969851
RFX1	2	-0.257	0.338	0.00675421592066646
IL27RA	1	0.361	-0.454	0.000119000469074901
PALM3	1	0.268	-0.305	0.00715771551454572
ASF1B	1	0.395	-0.473	3.29966415691866e-05
DDX39A	1	0.511	-0.478	2.10494862956947e-06
PTGER1	1	0.435	-0.477	1.01863727613375e-05
ZNF333	2	-0.302	0.274	0.00973843631151768
SYDE1	2	-0.26	0.295	0.0139310289757969
NOTCH3	1	0.544	-0.326	0.000854291325480854
BRD4	2	-0.311	0.34	0.00262546080538738
AKAP8L	2	-0.307	0.367	0.00332416934610215
WIZ	2	-0.492	0.635	2.13025985746797e-07
RASAL3	1	0.332	-0.365	0.000969585651211033
TPM4	1	0.26	-0.208	0.0356428605991564
RAB8A	1	0.362	-0.313	0.00231317585354944
KLF2	1	0.263	-0.282	0.0140717009842565
CHERP	2	-0.313	0.319	0.00369178931128012
SMIM7	1	0.322	-0.328	0.00444387702710851
TMEM38A	2	-0.357	0.361	0.000960372229991698
SIN3B	2	-0.352	0.439	0.00034614079455723
F2RL3	1	0.313	-0.351	0.00196346107741208
HAUS8	1	0.585	-0.648	5.17246255054222e-10
MYO9B	2	-0.473	0.583	1.99695090022196e-06
BABAM1	2	-0.195	0.267	0.0402837109616938
ANKLE1	2	-0.246	0.572	0.00773285799520826
ABHD8	2	-0.511	0.562	2.09752163670126e-07
MRPL34	2	-0.269	0.191	0.0456328815448449
DDA1	2	-0.382	0.433	0.000134540764634959
ANO8	2	-0.634	0.68	3.47078177171936e-11
GTPBP3	2	-0.502	0.511	2.18146824261792e-06
MVB12A	2	-0.314	0.416	0.00069192184431507
MAP1S	2	-0.223	0.29	0.0192734516736507
RPL18A	2	-0.385	0.457	7.92905261798082e-05
ARRDC2	2	-0.305	0.303	0.00426827810511502
IL12RB1	1	0.359	-0.397	0.000308116618377591
MAST3	2	-0.445	0.536	6.83870576931643e-06
MPV17L2	1	0.26	-0.277	0.0141217969827567
JUND	2	-0.263	0.317	0.00857700960245555
LRRC25	1	0.287	-0.215	0.0277799743171364
KXD1	2	-0.183	0.347	0.0297990965323357
UBA52	2	-0.351	0.413	0.000410867034441313
KLHL26	2	-0.312	0.333	0.00332486744907594
UPF1	2	-0.258	0.237	0.0242023342933848
CERS1	1	0.285	-0.307	0.00618422419922243
HOMER3	2	-0.313	0.374	0.00217222365051235
SUGP2	1	0.236	-0.334	0.00942752067280405
TMEM161A	1	0.46	-0.51	2.49341137777255e-06
MEF2BNB	1	0.369	-0.345	0.00161525154779544
NR2C2AP	2	-0.366	0.459	0.000356758322788001
SUGP1	2	-0.299	0.367	0.00203546043035281
TSSK6	2	-0.248	0.206	0.0440807424916982
YJEFN3	2	-0.323	0.32	0.00276100526194603
CILP2	2	-0.249	0.369	0.00616955430705772
LPAR2	2	-0.398	0.658	1.80060803852516e-05
ATP13A1	1	0.273	-0.233	0.0246306612177602
ZNF101	1	0.3	-0.414	0.00107421798742027
LINC00663	2	-0.598	0.68	2.12351830037285e-10
ZNF506	2	-0.283	0.24	0.0211691417456984
ZNF486	2	-0.226	0.306	0.0302874243263626
ZNF737	2	-0.246	0.22	0.0391215580602315
ZNF826P	2	-0.498	0.57	1.37863698050549e-06
ZNF90	2	-0.251	0.245	0.0222480720783757
ZNF93	1	0.269	-0.263	0.0312029238255659
ZNF100	1	0.267	-0.307	0.00895415130792936
ZNF43	1	0.272	-0.323	0.0066772296264193
ZNF208	2	-0.417	0.53	4.27755601901154e-05
ZNF257	2	-0.432	0.526	0.000111871558135809
ZNF676	2	-0.412	0.473	0.00010039851174957
ZNF492	2	-0.506	0.552	1.08320054126931e-06
ZNF99	2	-0.268	0.396	0.00816545291267952
ZNF675	1	0.232	-0.262	0.025854142181097
ZNF681	2	-0.524	0.707	1.84171623607317e-06
RPSAP58	2	-0.698	0.701	9.26009627007908e-14
LINC00662	2	-0.353	0.246	0.00627478812370295
LINC00906	2	-0.281	0.242	0.0163789707700433
POP4	1	0.444	-0.513	1.13695412858644e-05
ZNF536	1	0.207	-0.242	0.0382825420711889
DPY19L3	1	0.289	-0.373	0.00226796401304919
ANKRD27	2	-0.359	0.291	0.00309867314214231
NUDT19	1	0.354	-0.466	0.000173109646585754
CEP89	2	-0.616	0.651	1.16877380719249e-10
RHPN2	1	0.202	-0.291	0.0239662739277431
GPATCH1	2	-0.317	0.217	0.0256706968693803
WDR88	2	-0.406	0.434	6.09660370415328e-05
CEBPG	1	0.488	-0.59	1.81778792888296e-07
PEPD	2	-0.516	0.485	1.20434320072593e-06
CHST8	1	0.191	-0.271	0.0344991264041448
KCTD15	2	-0.563	0.542	1.58640082726304e-07
LSM14A	1	0.242	-0.266	0.0286493858315131
UBA2	1	0.359	-0.392	0.000750311494469322
SCGB1B2P	2	-0.379	0.39	0.000275186774581811
SCGB2B2	2	-0.251	0.26	0.0194062228661726
ZNF599	2	-0.685	0.668	2.32558667286648e-12
ZNF792	2	-0.375	0.305	0.00191145569527493
GRAMD1A	2	-0.349	0.35	0.00144658130953653
SCN1B	1	0.568	-0.623	2.92587723159319e-09
HPN	1	0.255	-0.315	0.0103446975885257
LGI4	2	-0.298	0.306	0.00483773546103484
FXYD1	2	-0.209	0.248	0.0377471278981341
USF2	2	-0.383	0.393	0.000296710150880121
MAG	2	-0.364	0.327	0.00112949371385118
CD22	2	-0.308	0.305	0.00426540996941308
FFAR3	1	0.575	-0.669	2.3771383589873e-10
ATP4A	2	-0.358	0.463	0.000211100193435291
HAUS5	2	-0.398	0.454	0.000191472210358508
UPK1A	2	-0.276	0.253	0.0137790552234541
LIN37	2	-0.212	0.277	0.0296416554473513
HSPB6	2	-0.207	0.342	0.0159134177475658
TYROBP	1	0.28	-0.18	0.0465436728847171
LRFN3	2	-0.196	0.27	0.0389217212837413
SDHAF1	2	-0.513	0.513	7.79694184472555e-07
SYNE4	2	-0.272	0.376	0.0086190035190581
CLIP3	1	0.516	-0.442	1.60647854464411e-05
THAP8	1	0.397	-0.382	0.000404293797262626
WDR62	1	0.352	-0.417	0.000329779903587006
COX7A1	1	0.491	-0.452	8.39106114478529e-06
ZNF565	1	0.213	-0.258	0.0349959476930178
ZFP82	2	-0.666	0.772	9.90482050471555e-13
ZNF382	2	-0.417	0.473	0.00010049536321311
ZNF345	2	-0.319	0.33	0.00364284851004149
HKR1	2	-0.647	0.601	4.09047303930789e-10
ZNF793	2	-0.334	0.328	0.00254958422983795
ZNF540	2	-0.596	0.637	7.9468720443902e-10
ZNF781	2	-0.569	0.605	9.58028916918182e-09
ZNF607	2	-0.368	0.406	0.000884880407314462
ZNF573	2	-0.235	0.199	0.0472223056269407
WDR87	2	-0.439	0.69	0.00051512274515731
SIPA1L3	2	-0.359	0.344	0.0013416284910124
PSMD8	1	0.284	-0.257	0.0175614716634215
GGN	1	0.343	-0.273	0.00600163504375786
FAM98C	2	-0.328	0.326	0.00269881482310364
RYR1	2	-0.582	0.661	1.12738917730765e-09
MAP4K1	1	0.215	-0.224	0.0426254864919488
EIF3K	2	-0.309	0.222	0.01683117898977
LGALS7B	1	0.306	-0.26	0.0114512688187406
ECH1	1	0.393	-0.283	0.0043196226004393
SIRT2	2	-0.29	0.361	0.00427190116304834
NFKBIB	2	-0.398	0.462	8.52407232506538e-05
FBXO17	2	-0.795	0.885	3.25501362728529e-22
FBXO27	2	-0.239	0.358	0.0208224426510283
PAK4	2	-0.246	0.305	0.0107487541019538
NCCRP1	2	-0.232	0.344	0.0120698765441397
GMFG	1	0.366	-0.369	0.000526990827885011
PAF1	1	0.341	-0.269	0.0074553746480404
MED29	1	0.535	-0.588	4.35671607393244e-08
PLEKHG2	1	0.684	-0.573	3.38130725821155e-09
ZFP36	1	0.187	-0.27	0.0372398068791263
RPS16	2	-0.387	0.35	0.000530459335044896
SUPT5H	2	-0.326	0.394	0.000852795332107727
DLL3	2	-0.334	0.356	0.00118554068820516
SELV	2	-0.316	0.451	0.00461375362545307
EID2	1	0.318	-0.444	0.000589344578134801
LGALS17A	1	0.222	-0.249	0.0286615789203967
FBL	2	-0.443	0.501	1.01489466455193e-05
PSMC4	1	0.462	-0.451	2.6704807343308e-05
ZNF546	1	0.331	-0.421	0.000492953590721874
ZNF780A	1	0.226	-0.317	0.0152079480527142
AKT2	2	-0.423	0.448	7.10302279423715e-05
PRX	2	-0.335	0.304	0.00387346080469871
SERTAD3	1	0.171	-0.274	0.0493496345334901
LTBP4	2	-0.243	0.471	0.00513066591072042
ITPKC	2	-0.42	0.54	2.08535553082886e-05
SNRPA	2	-0.357	0.376	0.000585504157186585
EGLN2	2	-0.178	0.272	0.0487224837923646
CYP2F1	1	0.197	-0.237	0.0449880111185057
CYP2S1	1	0.268	-0.263	0.0160725006293495
HNRNPUL1	2	-0.417	0.475	2.96905662138666e-05
CCDC97	2	-0.365	0.445	0.000158460864530407
B9D2	1	0.475	-0.483	9.27686479198898e-06
BCKDHA	1	0.244	-0.249	0.0285811792944013
TMEM91	2	-0.274	0.229	0.0222557061731877
EXOSC5	2	-0.356	0.434	0.000395711363188198
ATP5SL	2	-0.335	0.339	0.00175249019633628
CEACAM21	1	0.257	-0.268	0.0147880375493646
RPS19	2	-0.432	0.439	2.9451528157872e-05
ARHGEF1	2	-0.236	0.25	0.0275515347547841
ZNF574	2	-0.261	0.278	0.013233101792731
ZNF526	2	-0.211	0.251	0.0359826090326208
TMEM145	1	0.331	-0.283	0.00539794692023369
CNFN	2	-0.27	0.316	0.0091697532496995
LIPE	2	-0.498	0.566	3.34670076336529e-07
PSG10P	2	-0.218	0.27	0.0278010956574336
PSG3	2	-0.24	0.232	0.0288884331221943
PSG4	2	-0.303	0.275	0.00700916957494124
PSG5	2	-0.257	0.226	0.0248654200477835
PSG6	2	-0.266	0.228	0.0218663044379232
PSG7	2	-0.304	0.263	0.00820476395281496
PSG9	2	-0.24	0.209	0.0373102353486642
LYPD3	2	-0.466	0.455	8.31607086297579e-06
ETHE1	2	-0.573	0.567	1.10104670794773e-08
ZNF575	2	-0.474	0.478	5.65763214830852e-06
IRGQ	2	-0.389	0.438	0.000154553424935394
ZNF576	1	0.482	-0.544	3.82355409171693e-06
CADM4	2	-0.2	0.244	0.047103520412619
LYPD5	2	-0.447	0.439	2.16720618061613e-05
ZNF283	2	-0.251	0.252	0.0297261113073767
ZNF155	2	-0.213	0.236	0.0461215127290093
ZNF284	2	-0.307	0.34	0.00384144937046139
ZNF233	2	-0.403	0.448	0.000106510323422056
ZNF285	2	-0.456	0.557	2.71882698577675e-06
ZNF229	2	-0.454	0.506	1.31417950482725e-05
BCL3	1	0.524	-0.621	1.62007579587726e-08
PVRL2	2	-0.189	0.318	0.0310135994268059
TOMM40	1	0.339	-0.366	0.000978575362287149
APOE	2	-0.528	0.673	3.29056074249903e-08
APOC1	2	-0.161	0.306	0.0418275899980853
APOC1P1	2	-0.191	0.27	0.0414517845930918
CLASRP	2	-0.308	0.281	0.00676372313281617
MARK4	2	-0.261	0.354	0.00582731728627612
NKPD1	1	0.591	-0.453	2.01525690677019e-06
TRAPPC6A	2	-0.287	0.387	0.00192085004381602
CD3EAP	2	-0.54	0.597	1.7746774217438e-07
ERCC2	2	-0.23	0.302	0.0159910556509815
KLC3	2	-0.563	0.611	1.77272122899563e-08
PPP1R13L	2	-0.502	0.506	1.66216953521757e-06
RTN2	2	-0.494	0.655	4.84388778673789e-07
FBXO46	2	-0.42	0.541	2.98840981093723e-05
DMPK	2	-0.307	0.301	0.00524019173736698
DMWD	2	-0.307	0.338	0.00344804263726374
SYMPK	2	-0.431	0.44	2.92333275476726e-05
IRF2BP1	2	-0.243	0.328	0.0101033612163358
CCDC61	2	-0.393	0.442	0.000100311266835477
PPP5C	1	0.693	-0.778	7.4018555918236e-15
CCDC8	2	-0.358	0.382	0.000506691944992883
GNG8	1	0.198	-0.226	0.0497818288733937
NPAS1	1	0.405	-0.405	0.000155709715716645
ZC3H4	2	-0.239	0.245	0.0249570857656636
SAE1	1	0.49	-0.552	5.48184371710055e-07
BBC3	2	-0.249	0.319	0.0340960239349053
DHX34	2	-0.434	0.495	1.13335036661443e-05
KPTN	1	0.531	-0.448	2.89921960222907e-05
ZNF541	2	-0.516	0.512	7.06617531442579e-07
GLTSCR1	2	-0.264	0.202	0.0404431551444237
GLTSCR2	2	-0.377	0.356	0.000654658232459506
PLA2G4C	1	0.306	-0.399	0.00142982120100619
EMP3	1	0.474	-0.411	0.000146307266340713
SYNGR4	1	0.216	-0.284	0.0213157152366741
GRIN2D	1	0.319	-0.318	0.0035568102308585
RPL18	2	-0.396	0.393	0.00019799969902374
SEC1P	2	-0.264	0.299	0.00995475837346674
NTN5	2	-0.295	0.205	0.0233299148368437
